item_id      ,coicop4_id   ,coicop5_id   ,start_date   ,end_date     
440204,120700,12070004,201202,999999
610409,70204,7020403,201202,999999
640124,90402,9040203,201202,999999
640207,90402,9040201,201202,201601
640217,90401,9040101,201202,999999
211023,10102,1010207,201302,999999
211024,10102,1010207,201302,999999
211305,10105,1010501,201302,999999
211306,10105,1010501,201302,999999
212533,10107,1010701,201302,999999
212729,10106,1010601,201302,999999
213005,10201,1020103,201302,999999
220127,110101,11010101,201302,201601
310427,20101,2010101,201302,999999
410109,40100,0,201302,201501
410110,40100,0,201302,201501
430139,50101,5010101,201302,999999
430358,50301,5030104,201302,999999
430359,50301,5030209,201302,999999
510132,30102,3010201,201302,999999
520139,60102,6010301,201302,999999
610237,70201,7020102,201302,999999
630154,90101,9010102,201302,999999
630368,90301,9030102,201302,999999
630369,90302,9030202,201302,999999
630438,90501,9050104,201302,999999
211713,10104,1010406,201402,999999
212022,10202,1020202,201402,999999
212107,10108,1010802,201402,999999
212730,10106,1010601,201402,999999
220214,110102,11010200,201402,999999
410111,40200,4020100,201402,999999
410112,40200,4020100,201402,999999
410113,40200,4020100,201402,999999
410114,40200,4020100,201402,999999
430140,50101,5010101,201402,999999
430233,50102,5010201,201402,999999
430234,50102,5010201,201402,999999
430360,80200,8020002,201402,999999
430625,90304,9030402,201402,999999
440132,30104,3010402,201402,999999
510535,30200,3020101,201402,999999
520140,120301,12030101,201402,999999
610238,70203,7020300,201402,999999
630155,90101,9010102,201402,999999
630370,90102,9010201,201402,999999
630371,90102,9010201,201402,999999
630525,90303,9030301,201402,999999
640127,90402,9040204,201402,999999
210506,10102,1010203,201502,999999
211025,10102,1010202,201502,999999
211026,10102,1010208,201502,999999
211027,10102,1010206,201502,999999
212534,10107,1010706,201502,999999
212731,10106,1010601,201502,999999
212939,10101,1010105,201502,999999
212940,10109,1010909,201502,999999
310220,20103,2010302,201502,999999
320123,20200,2020003,201502,999999
410636,40301,4030100,201502,201601
410637,40301,4030100,201502,999999
410638,50601,5060102,201502,999999
430361,50301,5030102,201502,999999
430362,50301,5030101,201502,999999
430538,50601,5060101,201502,999999
520141,80200,8020002,201502,999999
610239,70203,7020300,201502,999999
610240,70203,7020300,201502,999999
630156,90101,9010109,201502,999999
630157,90101,9010102,201502,999999
630158,90101,9010101,201502,999999
640241,90402,9040203,201502,999999
640242,90401,9040102,201502,999999
410115,40100,4010100,201502,999999
430525,50601,5060102,201502,999999
520318,120101,12010103,201502,999999
520333,90303,9030302,201502,999999
210217,10101,1010101,201602,999999
211028,10102,1010208,201602,999999
211029,10102,1010204,201602,999999
212023,10202,1020202,201602,999999
212225,10108,1010803,201602,999999
212732,10106,1010601,201602,999999
213006,10201,1020101,201602,999999
220128,110101,11010101,201602,999999
310428,20101,2010101,201602,999999
320124,20200,2020003,201602,999999
410639,40301,4030100,201602,999999
510258,30102,3010202,201602,999999
510259,30102,3010202,201602,999999
510348,30102,3010203,201602,999999
520250,120102,12010302,201602,999999
630234,90103,9010303,201602,999999
630372,90301,9030101,201602,999999
630439,90501,9050101,201602,999999
210323,10101,1010104,201702,999999
211030,10102,1010208,201702,999999
211714,10104,1010406,201702,999999
212226,10108,1010804,201702,999999
212024,10202,1020201,201702,999999
310429,20101,2010101,201702,999999
310221,20102,2010202,201702,999999
310222,20102,2010202,201702,999999
320125,20200,2020001,201702,999999
510433,30102,3010201,201702,999999
620319,30103,3010301,201702,999999
430141,50101,5010101,201702,999999
430235,50102,5010201,201702,999999
520251,60101,6010100,201702,999999
630373,90301,9030102,201702,999999
630374,90301,9030102,201702,999999
310114,110101,11010101,201702,999999
